1704878100,312,370.2,311.55,334.15,1269540
1704878400,334.15,363.35,322.6,342.6,876270
1704878700,342.6,406.95,335.8,401,1360800
1704879000,401,413,239.1,240.1,1761720
1704879300,240.1,311.95,222.1,251.4,1236630
1704879600,251.4,267.2,191.95,192.55,1191390
1704879900,192.55,273,188.6,228.85,1872660
1704880200,228.85,239,184,200.45,1433685
1704880500,200.45,234.95,165,183.85,1522980
1704880800,183.85,206.4,181.9,200.75,1004670
1704881100,200.75,219.75,176.15,192.5,1135680
1704881400,192.5,195.7,148.75,155.2,1136220
1704881700,155.2,161.05,116.5,126.65,4282575
1704882000,126.65,169.75,121.1,161.2,3419295
1704882300,161.2,192,151.5,155.3,3102495
1704882600,155.3,157.65,123.25,134.35,2214600
1704882900,134.35,143.4,126.8,132.25,1300305
1704883200,132.25,170.45,129.7,165.7,2111010
1704883500,165.7,195.35,152.7,176.6,2503860
1704883800,176.6,192.3,162,177.95,1409490
1704884100,177.95,201.7,160.6,184.2,1946115
1704884400,184.2,197.1,154.6,170.05,1470480
1704884700,170.05,203.5,166.35,184.15,1767960
1704885000,183.75,194.4,141.65,146.8,1561455
1704885300,145.05,159.1,125.75,147.3,1972575
1704885600,147.3,150.5,131.25,136,1169850
1704885900,136,142.45,115.55,136,1840170
1704886200,136,155.85,126.5,154.5,1586370
1704886500,154.5,159.35,107.85,112.95,2445645
1704886800,112.95,123.7,93.2,121.45,3535890
1704887100,121.45,134.95,110.1,122.7,2150145
1704887400,122.7,131.95,111.2,123.7,1925640
1704887700,123.7,137.35,117.65,125.25,1634295
1704888000,125.25,144.95,116.65,143.45,2084400
1704888300,143.45,188.7,140.8,157.3,3674025
1704888600,157.3,165.2,134.4,147,2045460
1704888900,147,165.4,146,159.6,1094175
1704889200,159.6,173.2,144.85,160.3,1952145
1704889500,160.3,165,137.85,141.45,1247715
1704889800,140.75,152.45,113.4,122.4,2241240
1704890100,122.75,132.55,116,124.6,1621470
1704890400,124.6,167.9,122.3,164.85,2155335
1704890700,164.85,296.25,118.8,175,7299525
1704891000,175,211.1,171.55,181.65,2125065
1704891300,181.65,202.15,179.15,188.55,1289865
1704891600,188.55,199,173.7,188.25,1388460
1704891900,188.25,192.65,154,177.4,1569675
1704892200,177.4,184.5,141.1,151.15,1384005
1704892500,151.15,176.2,135.65,155.9,1577730
1704892800,155.9,175.35,150.75,157.3,1066695
1704893100,157.3,166.45,143.2,150.35,929010
1704893400,151.3,166.95,130.45,163.15,1833015
1704893700,163.15,181.85,153.9,167.2,1407510
1704894000,167.2,191.7,144.75,146.5,1505445
1704894300,146.5,188,144.3,170.15,1519185
1704894600,170.15,176.05,148,151.2,895890
1704894900,151.2,154.8,91,98.55,5519730
1704895200,97.75,123.95,68.8,122.35,8043450
1704895500,122.35,130.25,98.25,104,4061550
1704895800,104,113.3,84.3,90.3,3238425
1704896100,90.3,103.35,72.65,85.35,5564970
1704896400,85.35,122.55,78.8,112.4,6292155
1704896700,113.4,130.7,100.95,109.7,4819050
1704897000,109.7,114.9,79.75,86.85,4903545
1704897300,86.85,90.2,53,64.35,11405370
1704897600,64.35,78.5,46.3,63.25,14325840
1704897900,63.25,88.6,62.3,76.6,8502570
1704898200,75.75,77.5,43.7,47.15,10206975
1704898500,47.25,64,39.6,59.4,13798320
1704898800,59.4,63.9,11,11.45,33983550
1704899100,10.95,103.9,10.4,63.7,39942180
1704899400,63.7,74.35,51.85,60.7,12722760
1704899700,60.7,60.7,38.75,44.2,11654850
1704900000,43.45,47.5,38.5,42.35,8211480
1704900300,42.35,42.65,36.6,38.8,6227985
