1704878100,38.15,45.1,32.85,37,5610615
1704878400,37,39.45,31.85,34.1,3586935
1704878700,34.1,35.4,22.85,23,4609425
1704879000,23,70,22.5,67.1,9715725
1704879300,67.1,77.45,43.45,60.8,7254885
1704879600,60.8,86.4,52.85,85.7,5834940
1704879900,85.7,88,44.8,54.8,6626565
1704880200,54.8,73.55,51.05,65.05,5429235
1704880500,65.05,74,50.25,68.35,5327115
1704880800,68.35,68.35,55.05,56.15,3880380
1704881100,56.15,65.25,47.75,57.6,3890805
1704881400,57.6,80,56.35,77.2,4138755
1704881700,77.2,110,74.25,94.1,11732085
1704882000,94.1,96.95,57.25,60.7,8237775
1704882300,60.7,62.25,47,57.1,7370190
1704882600,57.1,77,55.9,67.8,6277560
1704882900,67.8,72.95,62.15,68.55,3670845
1704883200,68.55,69.5,47.8,49.35,5474415
1704883500,49.35,54.2,35.35,40.2,6395625
1704883800,40.2,45,34.95,37.65,4216065
1704884100,37.65,44.55,31.1,35.05,4786335
1704884400,35.05,44.15,30.8,38.3,4260765
1704884700,38.3,39.15,28.5,32.05,4829385
1704885000,32.05,45.05,29.65,42.7,4173525
1704885300,42.85,48.65,35.2,39.1,5796150
1704885600,39.1,45,37.8,42.7,3797400
1704885900,42.7,52.2,35.8,38.65,6004695
1704886200,38.65,42.8,31.65,32.2,4739145
1704886500,31.1,51.2,30.35,48.25,6563265
1704886800,48.25,70,45.4,47.4,10473465
1704887100,46.85,54.1,38.35,43.95,5127990
1704887400,43.45,49.2,38.45,42.1,4545615
1704887700,42.1,44.75,36.3,41.1,3868455
1704888000,41.1,43.75,31.15,31.25,5456400
1704888300,31.25,32.6,20.7,27.65,8751135
1704888600,27.15,32.8,24.6,27.65,4694970
1704888900,27.65,28.85,24.1,25.35,3010620
1704889200,25.35,28.4,22.4,24,4471365
1704889500,24,29.15,22.8,28.3,3245715
1704889800,28.3,37.3,24.5,33.6,6786765
1704890100,33.15,36.35,27.6,33.2,5708655
1704890400,33.2,34.4,19.8,20.55,7335150
1704890700,20.55,30.7,9.25,17.5,25169325
1704891000,17.25,17.85,13.35,16.2,7762770
1704891300,16.2,17.15,12.9,15.05,5705640
1704891600,15.05,16.9,13.65,14.85,4644750
1704891900,15,21.45,14,16,7898340
1704892200,16,24.55,14.7,21,8342910
1704892500,20.95,25.75,15.3,18.7,8768625
1704892800,18.7,19.85,14.45,17.9,5826570
1704893100,17.9,20.2,15.45,18.35,4517370
1704893400,18,25.1,14.15,14.7,10221915
1704893700,14.7,16.8,12.55,14.65,6530715
1704894000,15.05,18.8,12.05,18.2,6930720
1704894300,18.2,18.5,10.95,13,9103770
1704894600,12.95,16.85,12.45,16.8,5152020
1704894900,16.4,46.8,15.9,41.9,27324120
1704895200,41.75,71.3,21.95,23.25,27859485
1704895500,23.15,29.25,18.8,27.05,14565885
1704895800,27.65,37.7,22.85,33.05,14080965
1704896100,33.05,45.45,26.65,34.8,20338545
1704896400,34.55,38.15,12.4,13.25,21949440
1704896700,13.3,14.65,10.3,13.35,19764975
1704897000,13.35,23.3,11.85,18.6,19837830
1704897300,18.6,42,17.3,30.4,34603395
1704897600,30.4,49,13.15,18.7,39712380
1704897900,18.7,19,7.2,9.65,28914300
1704898200,9.9,22.05,9.8,20.2,34147650
1704898500,20.2,22.15,10.15,10.5,45257850
1704898800,10.5,23.7,8.6,23.55,74043735
1704899100,24.1,24.45,1,1.55,83320710
1704899400,1.55,1.7,0.35,0.45,30319095
1704899700,0.4,1.3,0.2,0.3,26107710
1704900000,0.35,0.45,0.05,0.05,20325900
1704900300,0.1,0.1,0.05,0.05,4648440
