1704878100,650,741.85,637,701.5,82935
1704878400,701.5,738,689.15,714.05,39945
1704878700,714.05,785,706.5,784.3,52755
1704879000,784.3,794.4,584.65,587,86235
1704879300,587,679,562.3,603,64845
1704879600,603,623.6,525,525,47880
1704879900,525,636.85,519.95,585.7,63825
1704880200,585.7,596,525.25,542.55,40845
1704880500,542.55,593.2,503.05,526.7,52320
1704880800,526.7,562,526.2,549,28755
1704881100,549,580.25,522.5,548.5,37620
1704881400,548.5,549.95,479.7,492.4,46365
1704881700,492.4,500.1,426.2,446.05,102960
1704882000,446.05,519,437.4,508.85,191325
1704882300,508.85,549.75,498.45,504.4,180645
1704882600,504.4,509.25,456.3,476.7,129540
1704882900,476.7,490.25,464.15,473.85,29730
1704883200,473.85,530,469.55,523.75,46845
1704883500,523.75,564.65,507.65,540.7,56400
1704883800,540.7,564.6,524.1,545.45,38250
1704884100,545.45,573.75,523.3,554.75,55800
1704884400,554.75,572.7,518.2,537,50295
1704884700,537,581.35,534,555.05,35175
1704885000,555.05,569.35,504.2,508.3,32850
1704885300,508.3,530.55,483.7,513.95,43065
1704885600,513.95,517.5,493.7,497.45,28500
1704885900,497.45,511.5,474.85,502,40065
1704886200,502,533.1,492.55,533.1,24525
1704886500,533.1,533.1,463,472.25,47835
1704886800,472.25,483,436.8,478.6,66645
1704887100,478.6,500.4,462.6,483.8,34620
1704887400,483.8,499.65,466.95,487,32865
1704887700,487,506.75,477.95,489,29280
1704888000,489,517,478,516.4,30420
1704888300,516.4,571.35,513.55,534,57630
1704888600,536.3,542.5,505.95,524,35595
1704888900,524,545.75,521,538.8,23160
1704889200,538.8,555.55,520.6,541.1,39735
1704889500,541.1,545.65,512.2,517.35,26745
1704889800,517.35,531.55,480.05,492.85,43065
1704890100,492.85,508.2,483.6,495.15,27480
1704890400,495.15,551.45,492,546.4,41280
1704890700,546.4,689.5,491.2,559.65,160350
1704891000,559.65,601,558.2,568.25,52290
1704891300,568.25,590.7,564.7,577.3,20790
1704891600,577.3,586.8,560.6,575.2,17010
1704891900,575.2,580.35,534,564,22485
1704892200,564,572.05,519.85,533.8,20865
1704892500,533.8,564.3,513,542.95,26025
1704892800,542.95,563.85,533.85,542.75,25410
1704893100,542.75,552.9,526.85,535.55,25170
1704893400,535.55,554,508.95,549.85,30870
1704893700,549.85,571,540,556,20985
1704894000,556,582.3,529.15,529.15,30720
1704894300,529.15,579.2,529.15,555.45,24495
1704894600,555.45,565.45,533.65,535.25,14160
1704894900,535.25,540.6,454.4,467.45,88890
1704895200,460,504,403.3,501.4,135885
1704895500,501.4,511.6,473,481.65,44670
1704895800,481.65,492.75,449.05,460.6,56100
1704896100,460.6,480.6,431.6,455,39915
1704896400,455.9,513.95,446,501.1,60780
1704896700,501.2,522,487.05,500.6,50040
1704897000,500.6,504.05,459.55,470.9,50745
1704897300,470.9,476.35,415.3,436.05,84825
1704897600,436.05,466.6,400,445.5,88785
1704897900,445.5,482.8,445,467.9,32880
1704898200,467.9,469.1,423.95,430.35,43650
1704898500,430.35,455,419.5,447.05,97110
1704898800,447.05,458,387.6,389.4,160245
1704899100,387.95,504.7,386.7,460.55,201825
1704899400,460.55,473,450.35,463.35,83790
1704899700,459.45,460.2,437.15,443.65,70155
1704900000,443.6,447.2,437.95,442,74400
1704900300,442,443.7,436.7,438.3,60450
